         1464358 function calls (1453385 primitive calls) in 16.138 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      107    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      530    0.000    0.000    0.000    0.000 _signatures.py:600(<genexpr>)
        2    0.000    0.000    0.000    0.000 encoder.py:183(encode)
       36    0.000    0.000    0.000    0.000 inspect.py:1820(getattr_static)
       75    0.000    0.000    0.000    0.000 core.py:678(_get_axis_num)
1254/1234    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       19    0.000    0.000    0.000    0.000 _methods.py:43(_amin)
       27    0.000    0.000    0.000    0.000 times.py:141(_ensure_padded_year)
        4    0.000    0.000    0.000    0.000 typing.py:1793(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:255(__init__)
       44    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
      122    0.000    0.000    0.000    0.000 __init__.py:314(_from_text)
       25    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 groupby.py:678(GroupBy)
       10    0.000    0.000    0.000    0.000 dataarray.py:844(_getitem_coord)
        5    0.000    0.000    0.000    0.000 indexing.py:1513(__getitem__)
       44    0.000    0.000    0.000    0.000 datetimes.py:103(tz_to_dtype)
       30    0.000    0.000    0.000    0.000 computation.py:411(_check_core_dims)
        5    0.000    0.000    0.000    0.000 core.py:173(from_array)
      167    0.000    0.000    0.000    0.000 common.py:250(<genexpr>)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
      160    0.000    0.000    0.000    0.000 construction.py:696(_sanitize_ndim)
      450    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
       10    0.000    0.000    0.000    0.000 typing.py:861(__init__)
       83    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
      423    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
       16    0.000    0.000    0.000    0.000 managers.py:1772(_consolidate_check)
      563    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 computation.py:475(_fast_dataset)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:40(_wrapit)
        1    0.000    0.000    0.000    0.000 dicttoolz.py:1(<module>)
       35    0.000    0.000    0.000    0.000 utils.py:120(get_valid_numpy_dtype)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:355(_concatenate_chunks)
       52    0.000    0.000    0.000    0.000 generic.py:339(_from_mgr)
     1623    0.000    0.000    0.000    0.000 _parser.py:233(__next)
        1    0.000    0.000    0.000    0.000 config.py:726(rename)
     1432    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      253    0.000    0.000    0.000    0.000 dataset.py:722(variables)
        1    0.000    0.000    0.000    0.000 sorting.py:687(compress_group_index)
       83    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      318    0.000    0.000    0.000    0.000 reader.py:114(get_mark)
       45    0.000    0.000    0.000    0.000 pycompat.py:95(is_0d_dask_array)
     1578    0.000    0.000    0.000    0.000 utils.py:426(__getitem__)
       93    0.000    0.000    0.000    0.000 common.py:572(condition)
       82    0.000    0.000    0.000    0.000 threading.py:1463(current_thread)
        1    0.000    0.000    0.000    0.000 pydevd_schema.py:937(to_dict)
       13    0.000    0.000    0.000    0.000 pickle.py:316(_getattribute)
        2    0.000    0.000    0.000    0.000 __init__.py:131(make)
      103    0.000    0.000    0.000    0.000 ntpath.py:51(normcase)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:3108(cumprod)
       23    0.000    0.000    0.000    0.000 series.py:784(name)
      111    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:976(find_spec)
     2213    0.000    0.000    0.000    0.000 typing.py:2107(cast)
       39    0.000    0.000    0.000    0.000 utils.py:306(is_scalar)
       34    0.000    0.000    0.000    0.000 common.py:1081(is_numeric_dtype)
       15    0.000    0.000    0.000    0.000 series.py:978(__array__)
      754    0.000    0.000    0.000    0.000 inspect.py:3062(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1294(exec_module)
       21    0.000    0.000    0.000    0.000 std.py:110(__enter__)
        1    0.000    0.000    0.000    0.000 typing.py:2728(__new__)
      219    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      156    0.000    0.000    0.000    0.000 indexing.py:875(_decompose_slice)
      662    0.000    0.000    0.000    0.000 indexes.py:1453(<genexpr>)
       71    0.000    0.000    0.000    0.000 algorithms.py:184(_reconstruct_data)
       72    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
       40    0.000    0.000    0.000    0.000 utils.py:535(__init__)
       67    0.000    0.000    0.000    0.000 std.py:153(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      387    0.000    0.000    0.000    0.000 utils.py:429(__iter__)
        4    0.000    0.000    0.000    0.000 typing.py:1023(_generic_class_getitem)
      438    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydevd_schema.py:15278(to_dict)
       20    0.000    0.000    0.000    0.000 managers.py:583(copy_func)
        2    0.000    0.000    0.000    0.000 _monitor.py:47(get_instances)
       37    0.000    0.000    0.000    0.000 delayed.py:542(__init__)
       19    0.000    0.000    0.000    0.000 merge.py:459(coerce_pandas_values)
        9    0.000    0.000    0.000    0.000 typing.py:1216(__init__)
       46    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
       11    0.000    0.000    0.000    0.000 uuid.py:723(uuid4)
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        5    0.000    0.000    0.000    0.000 coordinates.py:461(_merge_raw)
        8    0.000    0.000    0.000    0.000 coordinates.py:733(__getitem__)
      746    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      237    0.000    0.000    0.000    0.000 pydev_is_thread_alive.py:9(is_thread_alive)
       18    0.000    0.000    0.000    0.000 missing.py:261(_isna_array)
        1    0.000    0.000    0.000    0.000 reader.py:59(__init__)
       35    0.000    0.000    0.000    0.000 series.py:789(values)
       11    0.000    0.000    0.000    0.000 base.py:5170(_get_engine_target)
       42    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 pydevd_schema.py:15261(__init__)
        5    0.000    0.000    0.000    0.000 managers.py:1402(_insert_update_mgr_locs)
        4    0.000    0.000    0.000    0.000 variable.py:1717(equals)
      157    0.000    0.000    0.000    0.000 times.py:1023(decode)
       15    0.000    0.000    0.000    0.000 variable.py:627(_broadcast_indexes_basic)
        8    0.000    0.000    0.000    0.000 parser.py:264(parse_block_node)
       48    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:698(_validate_timestamp_pyc)
        5    0.000    0.000    0.000    0.000 computation.py:382(collect_dict_values)
       11    0.000    0.000    0.000    0.000 lru_cache.py:67(__setitem__)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       20    0.000    0.000    0.000    0.000 dataarray.py:560(_from_temp_dataset)
        3    0.000    0.000    0.000    0.000 pydevd_base_schema.py:17(_translate_id_to_dap)
        2    0.000    0.000    0.000    0.000 __init__.py:73(__init__)
        1    0.000    0.000    0.000    0.000 pydevd_process_net_command_json.py:150(process_net_command_json)
       33    0.000    0.000    0.000    0.000 alignment.py:286(assert_no_index_conflict)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:2692(max)
        6    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
       61    0.000    0.000    0.000    0.000 variables.py:171(unpack_for_encoding)
        5    0.000    0.000    0.000    0.000 std.py:679(_get_free_pos)
      674    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       75    0.000    0.000    0.000    0.000 utils.py:806(drop_dims_from_indexers)
      347    0.000    0.000    0.000    0.000 base.py:831(_reset_identity)
        1    0.000    0.000    0.000    0.000 parallel.py:1(<module>)
      168    0.000    0.000    0.000    0.000 __init__.py:447(_make)
       20    0.000    0.000    0.000    0.000 netCDF4_.py:467(<genexpr>)
       20    0.000    0.000    0.000    0.000 timedeltas.py:211(_simple_new)
       14    0.000    0.000    0.000    0.000 typing.py:1072(_generic_init_subclass)
       33    0.000    0.000    0.000    0.000 concat.py:52(concat_compat)
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
      168    0.000    0.000    0.000    0.000 __init__.py:196(__init__)
      273    0.000    0.000    0.000    0.000 utils.py:700(hashable)
        1    0.000    0.000    0.000    0.000 typing.py:2709(_make_nmtuple)
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       12    0.000    0.000    0.000    0.000 posixpath.py:377(normpath)
       10    0.000    0.000    0.000    0.000 netCDF4_.py:472(get_encoding)
       76    0.000    0.000    0.000    0.000 scanner.py:295(save_possible_simple_key)
       12    0.000    0.000    0.000    0.000 variables.py:377(encode)
        2    0.000    0.000    0.000    0.000 enum.py:515(__new__)
        1    0.000    0.000    0.000    0.000 cast.py:1199(maybe_cast_to_datetime)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       20    0.000    0.000    0.000    0.000 typing.py:702(<genexpr>)
       80    0.000    0.000    0.000    0.000 coordinates.py:103(__contains__)
        2    0.000    0.000    0.000    0.000 times.py:190(_unpack_time_units_and_ref_date)
      361    0.000    0.000    0.000    0.000 _collections_abc.py:868(__iter__)
       43    0.000    0.000    0.000    0.000 datetimelike.py:2152(unit)
      279    0.000    0.000    0.000    0.000 construction.py:416(extract_array)
      519    0.000    0.000    0.000    0.000 file_manager.py:335(__hash__)
        5    0.000    0.000    0.000    0.000 numeric.py:1393(moveaxis)
      119    0.000    0.000    0.000    0.000 indexes.py:1468(_coord_name_id)
      210    0.000    0.000    0.000    0.000 _collections_abc.py:823(items)
        5    0.000    0.000    0.000    0.000 blocks.py:387(apply)
     1882    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       12    0.000    0.000    0.000    0.000 variables.py:473(encode)
      181    0.000    0.000    0.000    0.000 scanner.py:1416(scan_line_break)
      115    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       20    0.000    0.000    0.000    0.000 base.py:1010(view)
       12    0.000    0.000    0.000    0.000 strings.py:116(encode)
       12    0.000    0.000    0.000    0.000 netCDF4_.py:239(_extract_nc4_variable_encoding)
       79    0.000    0.000    0.000    0.000 common.py:1596(pandas_dtype)
       40    0.000    0.000    0.000    0.000 utils.py:559(update)
       70    0.000    0.000    0.000    0.000 _parser.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 recipes.py:1(<module>)
      111    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      235    0.000    0.000    0.000    0.000 __init__.py:34(using_copy_on_write)
      707    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       25    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.interp}
       39    0.000    0.000    0.000    0.000 utils.py:268(_is_scalar)
       92    0.000    0.000    0.000    0.000 resolver.py:143(resolve)
       28    0.000    0.000    0.000    0.000 indexes.py:1494(dims)
        2    0.000    0.000    0.000    0.000 cast.py:550(maybe_promote)
      745    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 reader.py:122(determine_encoding)
       12    0.000    0.000    0.000    0.000 dtypes.py:751(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1940(__init_subclass__)
      131    0.000    0.000    0.000    0.000 common.py:1331(is_ea_or_datetimelike_dtype)
       10    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
       62    0.000    0.000    0.000    0.000 {built-in method now}
      242    0.000    0.000    0.000    0.000 __init__.py:120(valid)
       14    0.000    0.000    0.000    0.000 function_base.py:5563(append)
       89    0.000    0.000    0.000    0.000 utils.py:743(dispatch)
        1    0.000    0.000    0.000    0.000 series.py:6459(any)
        5    0.000    0.000    0.000    0.000 managers.py:1412(_insert_update_blklocs_and_blknos)
       35    0.000    0.000    0.000    0.000 managers.py:2000(external_values)
       77    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        7    0.000    0.000    0.000    0.000 shape_base.py:292(hstack)
      440    0.000    0.000    0.000    0.000 dtypes.py:190(<genexpr>)
       36    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
      450    0.000    0.000    0.000    0.000 _parser.py:172(append)
       78    0.000    0.000    0.000    0.000 base.py:1686(name)
      183    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
      289    0.000    0.000    0.000    0.000 common.py:1399(_get_dtype)
        1    0.000    0.000    0.000    0.000 range.py:137(__new__)
